시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
경기도 양평군 양평읍 공흥리,885,885,0,한신휴플러스,59.9203,202103,3,"27,500",13,2016,중앙로167번길 8,
경기도 양평군 양평읍 공흥리,885,885,0,한신휴플러스,75.7194,202103,13,"31,000",2,2016,중앙로167번길 8,
경기도 양평군 양평읍 백안리,875,875,0,블루밍1단지,84.5947,202103,5,"29,500",12,2010,중앙로167번길 60,
경기도 양평군 양평읍 백안리,875,875,0,블루밍1단지,84.8267,202103,9,"27,000",2,2010,중앙로167번길 60,
경기도 양평군 양평읍 백안리,875,875,0,블루밍1단지,101.8463,202103,13,"29,500",4,2010,중앙로167번길 60,
경기도 양평군 양평읍 백안리,875,875,0,블루밍1단지,101.8463,202103,22,"30,500",11,2010,중앙로167번길 60,
경기도 양평군 양평읍 백안리,876,876,0,블루밍2단지,101.8463,202103,6,"31,800",7,2010,중앙로167번길 62,
경기도 양평군 양평읍 백안리,876,876,0,블루밍2단지,114.888,202103,14,"34,000",15,2010,중앙로167번길 62,
경기도 양평군 양평읍 백안리,876,876,0,블루밍2단지,114.888,202103,16,"33,000",12,2010,중앙로167번길 62,
경기도 양평군 양평읍 양근리,May-91,91,5,그린맨션1,84.94,202103,3,"21,300",3,1992,중앙로 14,
경기도 양평군 양평읍 양근리,137-48,137,48,그린맨션2,84.77,202103,9,"20,500",11,1995,중앙로 12,
경기도 양평군 양평읍 양근리,170-7,170,7,금광2,88.71,202103,5,"19,800",1,1995,관문길18번길 10,
경기도 양평군 양평읍 양근리,656,656,0,양평스카이파크,81.9855,202103,11,"26,000",5,2013,관문길18번길 28,
경기도 양평군 양평읍 양근리,656,656,0,양평스카이파크,81.9855,202103,12,"33,000",10,2013,관문길18번길 28,
경기도 양평군 양평읍 양근리,656,656,0,양평스카이파크,81.9855,202103,12,"33,000",10,2013,관문길18번길 28,
경기도 양평군 양평읍 양근리,140-5,140,5,양평현대,59.7,202103,11,"22,500",1,1996,관문길 60,
경기도 양평군 양평읍 양근리,140-5,140,5,양평현대,84.87,202103,11,"27,900",5,1996,관문길 60,
경기도 양평군 양평읍 양근리,140-5,140,5,양평현대,131.07,202103,12,"42,500",10,1996,관문길 60,
경기도 양평군 양평읍 양근리,140-5,140,5,양평현대,59.7,202103,17,"23,000",4,1996,관문길 60,
경기도 양평군 양평읍 양근리,140-5,140,5,양평현대,59.7,202103,22,"28,000",16,1996,관문길 60,
경기도 양평군 양평읍 양근리,651,651,0,에스케이뷰아파트,84.92,202103,4,"33,900",2,2006,양근로 119,
경기도 양평군 양평읍 양근리,376-8,376,8,현대성우오스타 코아루 주상복합,136.34,202103,10,"48,000",9,2012,역전길 22,
경기도 양평군 양평읍 양근리,654,654,0,휴먼빌,84.59,202103,4,"37,500",5,2009,관문길 70,
경기도 양평군 양평읍 양근리,654,654,0,휴먼빌,84.49,202103,13,"35,800",3,2009,관문길 70,
경기도 양평군 용문면 다문리,325-24,325,24,밀레니엄,84.3912,202103,10,"29,000",8,2020,용문시장5길 16,
경기도 양평군 용문면 다문리,325-24,325,24,밀레니엄,84.2108,202103,15,"32,000",13,2020,용문시장5길 16,
경기도 여주시 가남읍 신해리,632,632,0,현진에버빌-1,49.58,202103,1,"8,900",7,2000,경충대로 1472-19,
경기도 여주시 가남읍 신해리,632,632,0,현진에버빌-1,59.73,202103,3,"12,700",7,2000,경충대로 1472-19,
경기도 여주시 가남읍 신해리,632,632,0,현진에버빌-1,59.73,202103,4,"12,300",5,2000,경충대로 1472-19,
경기도 여주시 가남읍 신해리,632,632,0,현진에버빌-1,49.58,202103,13,"9,750",15,2000,경충대로 1472-19,
경기도 여주시 가남읍 신해리,632,632,0,현진에버빌-1,49.58,202103,13,"9,600",4,2000,경충대로 1472-19,
경기도 여주시 가남읍 신해리,632,632,0,현진에버빌-1,59.73,202103,20,"11,500",17,2000,경충대로 1472-19,
경기도 여주시 가남읍 신해리,620-8,620,8,현진에버빌-2,70.845,202103,10,"14,750",12,2001,경충대로 1472-23,
경기도 여주시 가남읍 심석리,118,118,0,세광리치타운(101동-108동),58.74,202103,4,"7,300",5,1999,경충대로 1162-20,
경기도 여주시 가남읍 심석리,118,118,0,세광리치타운(101동-108동),58.74,202103,5,"8,100",6,1999,경충대로 1162-20,
경기도 여주시 가남읍 심석리,118,118,0,세광리치타운(101동-108동),58.74,202103,5,"7,500",9,1999,경충대로 1162-20,
경기도 여주시 가남읍 심석리,118,118,0,세광리치타운(101동-108동),58.74,202103,11,"7,500",12,1999,경충대로 1162-20,
경기도 여주시 가남읍 심석리,118,118,0,세광리치타운(101동-108동),58.74,202103,24,"7,800",9,1999,경충대로 1162-20,
경기도 여주시 가남읍 태평리,268-3,268,3,굿모닝타워,56.3909,202103,22,"9,300",15,2008,일신로 29,
경기도 여주시 가남읍 태평리,106-1,106,1,을성,60.69,202103,24,"7,000",4,1986,태평1길 12-6,
경기도 여주시 교동,81,81,0,강남,84.97,202103,3,"18,100",7,1998,세종로 254-6,
경기도 여주시 교동,81,81,0,강남,84.97,202103,5,"16,350",7,1998,세종로 254-6,
경기도 여주시 교동,81,81,0,강남,59.92,202103,5,"14,900",13,1998,세종로 254-6,
경기도 여주시 교동,81,81,0,강남,59.92,202103,11,"13,700",10,1998,세종로 254-6,20210316
경기도 여주시 교동,81,81,0,강남,84.97,202103,23,"17,600",12,1998,세종로 254-6,20210323
경기도 여주시 교동,81,81,0,강남,84.97,202103,23,"17,600",12,1998,세종로 254-6,
경기도 여주시 교동,28,28,0,삼성명가타운,84.911,202103,1,"19,400",8,2001,세종로 255,
경기도 여주시 교동,28,28,0,삼성명가타운,84.911,202103,4,"18,500",1,2001,세종로 255,
경기도 여주시 교동,28,28,0,삼성명가타운,84.911,202103,23,"19,000",5,2001,세종로 255,
경기도 여주시 교동,127,127,0,예일세띠앙,74.14,202103,13,"24,000",15,2006,세종로 204-22,
경기도 여주시 교동,Feb-81,81,2,호반리젠시빌,71.1562,202103,1,"15,900",2,2003,세종로 254-16,
경기도 여주시 교동,Feb-81,81,2,호반리젠시빌,71.1562,202103,4,"16,000",5,2003,세종로 254-16,
경기도 여주시 교동,Feb-81,81,2,호반리젠시빌,71.1562,202103,11,"16,500",12,2003,세종로 254-16,
경기도 여주시 교동,Feb-81,81,2,호반리젠시빌,84.8742,202103,15,"19,000",1,2003,세종로 254-16,
경기도 여주시 교동,Feb-81,81,2,호반리젠시빌,71.1562,202103,23,"16,400",8,2003,세종로 254-16,
경기도 여주시 교동,Feb-81,81,2,호반리젠시빌,84.8742,202103,25,"18,100",5,2003,세종로 254-16,
경기도 여주시 멱곡동,376-8,376,8,정광휴레나,84.9144,202103,16,"18,700",14,2008,점곡길 10-3,
경기도 여주시 연양동,348-4,348,4,영진리버빌,84.9856,202103,8,"17,500",4,2006,강변유원지길 22-35,
경기도 여주시 연양동,348-4,348,4,영진리버빌,84.9856,202103,13,"15,000",2,2006,강변유원지길 22-35,
경기도 여주시 연양동,348-4,348,4,영진리버빌,84.6793,202103,18,"18,300",10,2006,강변유원지길 22-35,
경기도 여주시 오학동,401,401,0,성일우리미,147.7,202103,10,"32,500",12,2009,학동2길 42,
경기도 여주시 오학동,361,361,0,신도브래뉴리버뷰,126.049,202103,6,"31,000",6,2009,학동2길 12,
경기도 여주시 오학동,408,408,0,여주오드카운티,84.9978,202103,2,"23,500",6,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,59.976,202103,2,"17,800",2,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,59.976,202103,2,"18,700",6,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,59.976,202103,2,"19,700",14,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,74.8895,202103,3,"21,000",9,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,84.9978,202103,12,"23,000",3,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,59.976,202103,18,"19,000",12,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,59.8584,202103,18,"17,700",6,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,74.8895,202103,20,"19,200",3,2014,도예로 83-36,
경기도 여주시 오학동,408,408,0,여주오드카운티,74.8092,202103,24,"19,800",3,2014,도예로 83-36,
경기도 여주시 오학동,100-5,100,5,현진에버빌,52.06,202103,13,"8,200",13,1998,여양로 341-10,
경기도 여주시 오학동,100-5,100,5,현진에버빌,59.58,202103,15,"10,500",14,1998,여양로 341-10,
경기도 여주시 오학동,100-5,100,5,현진에버빌,59.58,202103,16,"8,000",2,1998,여양로 341-10,
경기도 여주시 오학동,100-5,100,5,현진에버빌,39.945,202103,18,"6,700",14,1998,여양로 341-10,
경기도 여주시 오학동,100-5,100,5,현진에버빌,39.945,202103,20,"6,800",5,1998,여양로 341-10,
경기도 여주시 월송동,380-5,380,5,두풍리치빌,84.7637,202103,13,"16,900",7,2003,여주남로 61,
경기도 여주시 월송동,380-5,380,5,두풍리치빌,84.7637,202103,20,"16,800",13,2003,여주남로 61,
경기도 여주시 월송동,388-29,388,29,보광그랑베르,61.991,202103,8,"15,000",11,2005,여주남로 58-31,
경기도 여주시 월송동,127-9,127,9,한성,59.995,202103,4,"10,400",14,2000,우암로 190,
경기도 여주시 월송동,127-9,127,9,한성,59.995,202103,13,"11,000",7,2000,우암로 190,
경기도 여주시 월송동,127-9,127,9,한성,59.995,202103,15,"11,000",11,2000,우암로 190,
경기도 여주시 월송동,127-9,127,9,한성,59.995,202103,16,"11,700",11,2000,우암로 190,
경기도 여주시 점봉동,430-6,430,6,부영 사랑으로,38.651,202103,10,"9,500",1,2000,세종로 394-10,
경기도 여주시 점봉동,430-6,430,6,부영 사랑으로,48.906,202103,23,"11,000",15,2000,세종로 394-10,
경기도 여주시 점봉동,291-1,291,1,세종그랑시아,74.6836,202103,2,"16,700",10,2006,농산로 27,
경기도 여주시 점봉동,291-1,291,1,세종그랑시아,74.6836,202103,6,"18,200",6,2006,농산로 27,
경기도 여주시 점봉동,291-1,291,1,세종그랑시아,74.6836,202103,7,"17,800",9,2006,농산로 27,
경기도 여주시 천송동,599,599,0,여주KCC스위첸,84.9386,202103,4,"32,500",13,2019,강변북로 2,
경기도 여주시 천송동,599,599,0,여주KCC스위첸,84.9386,202103,6,"34,800",21,2019,강변북로 2,
경기도 여주시 하동,122-7,122,7,삼한강변,59.91,202103,10,"9,300",7,1993,청심로 67,
경기도 여주시 하동,122-7,122,7,삼한강변,59.91,202103,10,"9,200",7,1993,청심로 67,
경기도 여주시 하동,123,123,0,현대,59.985,202103,3,"16,000",13,1995,청심로 79,
경기도 여주시 현암동,684,684,0,e편한세상여주,84.6082,202103,3,"25,800",13,2014,도예로 83-60,
경기도 여주시 현암동,684,684,0,e편한세상여주,84.4212,202103,6,"23,800",3,2014,도예로 83-60,
경기도 여주시 현암동,684,684,0,e편한세상여주,84.6082,202103,8,"23,000",7,2014,도예로 83-60,
경기도 여주시 현암동,684,684,0,e편한세상여주,84.6082,202103,13,"24,200",4,2014,도예로 83-60,
경기도 여주시 현암동,188-1,188,1,벽산늘푸른,37.52,202103,2,"7,600",16,1997,도예로 35,
경기도 여주시 현암동,188-1,188,1,벽산늘푸른,37.52,202103,3,"6,400",9,1997,도예로 35,
경기도 여주시 현암동,188-1,188,1,벽산늘푸른,37.52,202103,10,"7,100",8,1997,도예로 35,
경기도 여주시 현암동,188-1,188,1,벽산늘푸른,37.52,202103,18,"7,000",18,1997,도예로 35,
경기도 여주시 현암동,188-1,188,1,벽산늘푸른,37.52,202103,18,"6,500",4,1997,도예로 35,
경기도 여주시 현암동,188-1,188,1,벽산늘푸른,37.52,202103,18,"6,400",3,1997,도예로 35,
경기도 여주시 현암동,188-1,188,1,벽산늘푸른,37.52,202103,20,"6,300",11,1997,도예로 35,
경기도 여주시 현암동,188-1,188,1,벽산늘푸른,37.52,202103,22,"7,000",6,1997,도예로 35,
경기도 여주시 현암동,177-3,177,3,삼진,56.07,202103,16,"5,000",5,1990,현암2길 28-13,
경기도 여주시 현암동,177-3,177,3,삼진,57.15,202103,18,"6,200",5,1990,현암2길 28-13,
경기도 여주시 현암동,177-3,177,3,삼진,56.07,202103,18,"5,500",1,1990,현암2길 28-13,
경기도 여주시 현암동,177-3,177,3,삼진,57.15,202103,20,"6,000",5,1990,현암2길 28-13,
경기도 여주시 현암동,695,695,0,여주 아이파크,84.9884,202103,1,"33,000",7,2020,현암로 20,
경기도 여주시 현암동,695,695,0,여주 아이파크,84.9804,202103,3,"31,800",4,2020,현암로 20,
경기도 여주시 현암동,695,695,0,여주 아이파크,84.9804,202103,6,"32,000",6,2020,현암로 20,
경기도 여주시 현암동,195,195,0,이안여주강변,84.83,202103,2,"24,700",14,2009,도예로 40,
경기도 여주시 현암동,195,195,0,이안여주강변,84.83,202103,3,"25,800",14,2009,도예로 40,
경기도 여주시 현암동,195,195,0,이안여주강변,84.98,202103,9,"21,000",1,2009,도예로 40,
경기도 여주시 현암동,195,195,0,이안여주강변,84.98,202103,9,"23,000",7,2009,도예로 40,
경기도 여주시 현암동,195,195,0,이안여주강변,134.37,202103,18,"37,000",22,2009,도예로 40,
경기도 여주시 홍문동,353,353,0,동원,59.469,202103,5,"15,000",5,2001,세종로 173-69,
경기도 여주시 홍문동,353,353,0,동원,49.2911,202103,6,"11,600",11,2001,세종로 173-69,
경기도 여주시 홍문동,353,353,0,동원,49.2911,202103,16,"12,500",12,2001,세종로 173-69,
경기도 여주시 홍문동,353,353,0,동원,59.469,202103,19,"14,500",7,2001,세종로 173-69,
경기도 여주시 홍문동,377-1,377,1,상우1차,59.79,202103,5,"10,000",5,1993,세종로 173-65,
경기도 여주시 홍문동,377-1,377,1,상우1차,59.535,202103,10,"11,000",12,1993,세종로 173-65,
경기도 여주시 홍문동,377-6,377,6,상우2차,59.55,202103,1,"10,300",1,1994,세종로 173-67,
경기도 여주시 홍문동,377-6,377,6,상우2차,59.55,202103,3,"10,000",2,1994,세종로 173-67,
경기도 여주시 홍문동,377-6,377,6,상우2차,59.55,202103,5,"6,000",6,1994,세종로 173-67,
경기도 여주시 홍문동,181,181,0,홍문현대아파트,59.72,202103,1,"12,000",17,1996,세종로 61,
경기도 여주시 홍문동,181,181,0,홍문현대아파트,84.77,202103,1,"17,000",14,1996,세종로 61,
경기도 여주시 홍문동,181,181,0,홍문현대아파트,110.94,202103,9,"30,500",9,1996,세종로 61,
경기도 여주시 홍문동,181,181,0,홍문현대아파트,59.72,202103,18,"15,200",18,1996,세종로 61,
경기도 연천군 연천읍 옥산리,459-1,459,1,조흥,59.85,202103,20,"11,100",6,1996,차옥로 81,
경기도 연천군 전곡읍 전곡리,411-3,411,3,명정,59.99,202103,12,"9,200",3,1995,전은길 24,
경기도 연천군 전곡읍 전곡리,318-7,318,7,유명,53.11,202103,1,"6,350",3,1995,전곡로87번길 34,
경기도 연천군 전곡읍 전곡리,684,684,0,전곡예일세띠앙,66.604,202103,15,"15,000",2,2006,전곡로 24,
경기도 연천군 전곡읍 전곡리,684,684,0,전곡예일세띠앙,116.793,202103,17,"27,000",16,2006,전곡로 24,
경기도 연천군 전곡읍 전곡리,684,684,0,전곡예일세띠앙,84.862,202103,23,"22,700",18,2006,전곡로 24,
경기도 연천군 전곡읍 전곡리,263,263,0,조흥,69.61,202103,17,"3,600",5,1992,밤골로 7,
경기도 연천군 전곡읍 전곡리,263,263,0,조흥,59.69,202103,24,"3,575",5,1992,밤골로 7,
경기도 연천군 전곡읍 전곡리,263,263,0,조흥,84.9,202103,24,"5,000",4,1992,밤골로 7,
경기도 연천군 전곡읍 전곡리,267-6,267,6,진상,47.49,202103,3,"3,500",2,1993,전곡로75번길 44,
경기도 연천군 청산면 백의리,Jan-50,50,1,백의리아느칸빌,84.9251,202103,6,"10,800",4,2006,청창로 677,
경기도 오산시 가수동,106-1,106,1,가수주공,46.98,202103,6,"15,000",3,1990,발안로 1419-13,
경기도 오산시 가수동,106-1,106,1,가수주공,39.27,202103,9,"12,300",3,1990,발안로 1419-13,20210317
경기도 오산시 가수동,106-1,106,1,가수주공,39.66,202103,11,"10,900",5,1990,발안로 1419-13,
경기도 오산시 가수동,106-1,106,1,가수주공,39.66,202103,11,"10,900",5,1990,발안로 1419-13,20210316
경기도 오산시 가수동,106-1,106,1,가수주공,46.65,202103,15,"14,200",3,1990,발안로 1419-13,
경기도 오산시 가수동,106-1,106,1,가수주공,39.66,202103,20,"14,000",3,1990,발안로 1419-13,
경기도 오산시 갈곶동,220,220,0,동부,59.94,202103,1,"18,500",10,2000,경기대로25번길 16,
경기도 오산시 갈곶동,220,220,0,동부,59.94,202103,10,"18,400",9,2000,경기대로25번길 16,
경기도 오산시 갈곶동,220,220,0,동부,60,202103,15,"17,750",10,2000,경기대로25번길 16,
경기도 오산시 갈곶동,220,220,0,동부,60,202103,17,"18,000",6,2000,경기대로25번길 16,
경기도 오산시 갈곶동,220,220,0,동부,60,202103,20,"18,300",5,2000,경기대로25번길 16,
경기도 오산시 갈곶동,713,713,0,오산KCC스위첸,84.9821,202103,9,"31,500",11,2010,오산로 49-5,
경기도 오산시 갈곶동,713,713,0,오산KCC스위첸,84.9821,202103,9,"31,500",11,2010,오산로 49-5,
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,2,"12,000",20,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,2,"11,000",13,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,6,"13,000",6,1998,경기대로 74,20210316
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,6,"13,000",6,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,39.84,202103,9,"10,350",15,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,39.84,202103,10,"10,900",5,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,39.84,202103,10,"10,000",19,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,16,"13,000",20,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,17,"13,800",2,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,18,"13,500",8,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,39.84,202103,18,"10,400",6,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,19,"13,000",4,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,59.95,202103,22,"17,200",6,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,39.84,202103,22,"10,400",4,1998,경기대로 74,
경기도 오산시 갈곶동,251,251,0,우림,49.5,202103,23,"15,200",9,1998,경기대로 74,
경기도 오산시 갈곶동,110-5,110,5,우방,84.99,202103,10,"24,500",13,1999,오산로 77,
경기도 오산시 고현동,270,270,0,고현아이파크,84.9707,202103,8,"34,500",12,2009,남부대로 430-12,
경기도 오산시 고현동,270,270,0,고현아이파크,84.9355,202103,11,"32,000",15,2009,남부대로 430-12,
경기도 오산시 궐동,609-2,609,2,랜드마크1,22.07,202103,22,"7,000",13,2012,수목원로 326,
경기도 오산시 궐동,Mar-69,69,3,무궁화,72.54,202103,3,"12,450",5,1981,오산로 340,
경기도 오산시 궐동,681-1,681,1,센트하임,84.99,202103,9,"18,500",12,2005,궐리사로 8,
경기도 오산시 궐동,681-1,681,1,센트하임,84.99,202103,10,"18,700",6,2005,궐리사로 8,
경기도 오산시 궐동,616-1,616,1,우남퍼스트빌,70.1135,202103,2,"21,800",3,2004,궐리사로29번길 13,
경기도 오산시 궐동,616-1,616,1,우남퍼스트빌,84.9834,202103,3,"29,300",7,2004,궐리사로29번길 13,
경기도 오산시 궐동,616-1,616,1,우남퍼스트빌,84.9834,202103,9,"29,800",10,2004,궐리사로29번길 13,
경기도 오산시 궐동,616-1,616,1,우남퍼스트빌,70.1135,202103,23,"19,900",5,2004,궐리사로29번길 13,
경기도 오산시 궐동,616-2,616,2,제일하이빌,84.8821,202103,5,"25,000",11,2004,궐리사로29번길 11,
경기도 오산시 궐동,616-2,616,2,제일하이빌,84.8821,202103,13,"24,000",16,2004,궐리사로29번길 11,
경기도 오산시 궐동,616-2,616,2,제일하이빌,84.8821,202103,16,"26,800",15,2004,궐리사로29번길 11,
경기도 오산시 금암동,517,517,0,금암마을휴먼시아(5단지),84.82,202103,9,"35,000",4,2009,여계산로 60,
경기도 오산시 금암동,515,515,0,금암마을휴먼시아데시앙,101.17,202103,5,"41,000",18,2010,여계산로 21,
경기도 오산시 금암동,515,515,0,금암마을휴먼시아데시앙,123.11,202103,5,"47,000",10,2010,여계산로 21,
경기도 오산시 금암동,515,515,0,금암마을휴먼시아데시앙,130.16,202103,21,"65,000",2,2010,여계산로 21,
경기도 오산시 금암동,515,515,0,금암마을휴먼시아데시앙,101.17,202103,21,"41,700",11,2010,여계산로 21,
경기도 오산시 금암동,496,496,0,죽미마을 휴튼9단지,84.98,202103,3,"37,500",1,2011,수청로 165,
경기도 오산시 금암동,496,496,0,죽미마을 휴튼9단지,84.96,202103,11,"40,900",4,2011,수청로 165,
경기도 오산시 금암동,496,496,0,죽미마을 휴튼9단지,74.89,202103,16,"38,400",7,2011,수청로 1655,
경기도 오산시 금암동,499,499,0,죽미마을휴먼시아(12단지),84.85,202103,4,"34,000",10,2011,수청로 107,20210316
경기도 오산시 금암동,499,499,0,죽미마을휴먼시아(12단지),84.86,202103,15,"38,000",12,2011,수청로 107,
경기도 오산시 금암동,499,499,0,죽미마을휴먼시아(12단지),84.85,202103,17,"34,000",10,2011,수청로 107,
경기도 오산시 금암동,499,499,0,죽미마을휴먼시아(12단지),84.94,202103,17,"37,000",2,2011,수청로 107,
경기도 오산시 내삼미동,899,899,0,세교신도시 호반베르디움,84.9882,202103,20,"52,200",15,2017,내삼미로 142,
경기도 오산시 내삼미동,895,895,0,오산세교자이,83.2216,202103,6,"58,000",6,2018,삼미로 34,
경기도 오산시 내삼미동,895,895,0,오산세교자이,83.2216,202103,9,"61,000",10,2018,삼미로 34,
경기도 오산시 내삼미동,895,895,0,오산세교자이,83.2216,202103,16,"55,000",14,2018,삼미로 34,
경기도 오산시 내삼미동,895,895,0,오산세교자이,83.0073,202103,20,"58,000",1,2018,삼미로 34,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,1,"7,900",10,2000,발안로 1353-8,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,1,"7,900",10,2000,발안로 1353-8,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,2,"8,300",8,2000,발안로 1353-8,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,4,"8,400",15,2000,발안로 1353-8,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,6,"8,000",15,2000,발안로 1353-8,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,11,"8,000",11,2000,발안로 1353-8,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,16,"8,000",14,2000,발안로 1353-8,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,16,"8,000",13,2000,발안로 1353-8,
경기도 오산시 누읍동,561-1,561,1,이림,37.47,202103,16,"8,350",17,2000,발안로 1353-8,
경기도 오산시 부산동,830,830,0,오산센트럴푸르지오,84.9823,202103,2,"48,250",16,2018,현충로 107-30,
경기도 오산시 부산동,830,830,0,오산센트럴푸르지오,84.9823,202103,2,"47,000",20,2018,현충로 107-30,
경기도 오산시 부산동,830,830,0,오산센트럴푸르지오,84.9823,202103,9,"45,000",19,2018,현충로 107-30,
경기도 오산시 부산동,830,830,0,오산센트럴푸르지오,84.9823,202103,17,"49,900",12,2018,현충로 107-30,
경기도 오산시 부산동,800,800,0,오산시티자이1차 1단지,59.9189,202103,7,"41,900",15,2017,부산중앙로 11,
경기도 오산시 부산동,800,800,0,오산시티자이1차 1단지,101.5734,202103,12,"58,000",23,2017,부산중앙로 11,
경기도 오산시 부산동,801,801,0,오산시티자이1차 2단지,59.9442,202103,13,"40,000",16,2017,부산중앙로 12,
경기도 오산시 부산동,815,815,0,오산시티자이2차,84.8586,202103,15,"48,000",25,2019,부산중앙로 42,
경기도 오산시 부산동,815,815,0,오산시티자이2차,84.8586,202103,15,"48,000",25,2019,부산중앙로 42,20210324
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,1,"19,500",11,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.8,202103,2,"19,000",3,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,3,"20,400",17,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,3,"22,000",4,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,84.79,202103,5,"29,000",18,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.8,202103,5,"18,500",1,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,6,"22,000",19,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,84.79,202103,6,"30,000",16,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,6,"22,000",16,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,8,"21,000",10,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,9,"21,000",6,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,10,"20,100",14,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,10,"22,200",14,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,12,"20,900",1,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,12,"19,500",1,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,12,"24,000",20,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,49.44,202103,12,"17,000",6,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,13,"23,000",11,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.94,202103,13,"21,500",6,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,14,"20,000",13,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.8,202103,15,"19,000",11,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,49.44,202103,17,"18,000",8,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.8,202103,18,"24,000",5,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,59.99,202103,20,"21,500",2,2000,운암로 122,
경기도 오산시 부산동,778-1,778,1,주공1,84.79,202103,24,"23,160",9,2000,운암로 122,
경기도 오산시 부산동,779-1,779,1,주공3,84.34,202103,1,"28,000",5,2000,운암로 90,
경기도 오산시 부산동,779-1,779,1,주공3,49.57,202103,2,"17,700",5,2000,운암로 90,20210316
경기도 오산시 부산동,779-1,779,1,주공3,49.57,202103,2,"17,700",5,2000,운암로 90,
경기도 오산시 부산동,779-1,779,1,주공3,59.39,202103,3,"21,000",6,2000,운암로 90,
경기도 오산시 부산동,779-1,779,1,주공3,59.39,202103,4,"17,400",1,2000,운암로 90,
경기도 오산시 부산동,779-1,779,1,주공3,59.39,202103,6,"24,500",3,2000,운암로 90,
경기도 오산시 부산동,779-1,779,1,주공3,49.57,202103,10,"17,500",20,2000,운암로 90,
경기도 오산시 부산동,779-1,779,1,주공3,49.57,202103,15,"19,600",7,2000,운암로 90,
