시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일
강원도 강릉시 견소동,202,202,0,송정한신,39.08,202103,11,"10,900",3,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,59.8,202103,12,"14,000",1,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,84.945,202103,12,"18,300",15,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,39.08,202103,13,"10,450",9,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,43.38,202103,15,"11,000",3,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,39.08,202103,17,"10,500",3,1997,경강로2539번길 8,
강원도 강릉시 견소동,202,202,0,송정한신,59.8,202103,21,"13,900",7,1997,경강로2539번길 8,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202103,1,"27,300",13,2005,경강로2539번길 22,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202103,18,"25,500",6,2005,경강로2539번길 22,20210319
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202103,18,"25,500",6,2005,경강로2539번길 22,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202103,18,"26,000",6,2005,경강로2539번길 22,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202103,19,"19,800",13,2005,경강로2539번길 22,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202103,20,"28,000",10,2005,경강로2539번길 22,
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202103,22,"28,500",7,2005,경강로2539번길 22,
강원도 강릉시 교동,1982,1982,0,강릉교동롯데캐슬1단지,135.1008,202103,6,"42,500",3,2009,화부산로99번길 12,
강원도 강릉시 교동,1982,1982,0,강릉교동롯데캐슬1단지,163.9852,202103,13,"52,800",3,2009,화부산로99번길 12,
강원도 강릉시 교동,1983,1983,0,강릉교동롯데캐슬2단지,84.9855,202103,20,"37,500",6,2009,화부산로111번길 24,
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202103,4,"18,000",11,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202103,6,"17,700",11,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202103,10,"26,500",3,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202103,12,"22,800",2,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,84.84,202103,18,"25,200",12,1999,가작로 78,
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202103,24,"18,000",10,1999,가작로 78,
강원도 강릉시 교동,1767,1767,0,교동2현대,99.98,202103,13,"34,000",4,1999,교동광장로 138-15,
강원도 강릉시 교동,1767,1767,0,교동2현대,99.98,202103,13,"34,000",4,1999,교동광장로 138-15,20210323
강원도 강릉시 교동,1766,1766,0,교동3주공,59.86,202103,15,"22,000",2,2002,교동광장로 138-12,
강원도 강릉시 교동,1780,1780,0,부영3차,84.93,202103,22,"25,200",6,2001,하슬라로 124,
강원도 강릉시 교동,348-6,348,6,서일2,27.75,202103,10,"4,400",4,1987,수리골길17번길 35,
강원도 강릉시 교동,348-6,348,6,서일2,27.75,202103,12,"4,800",5,1987,수리골길17번길 35,
강원도 강릉시 교동,313-1,313,1,서일용궁맨션,67.95,202103,4,"10,500",3,1990,율곡로 2982-7,
강원도 강릉시 교동,Mar-37,37,3,예성그린1,56.16,202103,4,"8,400",3,1995,가작로252번길 22,
강원도 강릉시 교동,317-1,317,1,유화그린맨션,84.99,202103,11,"17,000",10,1991,가작로 170,
강원도 강릉시 교동,780,780,0,제일,80.95,202103,20,"7,000",3,1981,화부산로117번길 7,
강원도 강릉시 교동,Jan-46,46,1,한신,59.84,202103,12,"15,500",8,1997,명륜로 95-7,
강원도 강릉시 교동,Jan-46,46,1,한신,59.84,202103,19,"13,300",2,1997,명륜로 95-7,
강원도 강릉시 교동,828-19,828,19,현대,84.515,202103,5,"15,300",11,1992,옛강일길 41,20210312
강원도 강릉시 교동,828-19,828,19,현대,84.515,202103,5,"15,300",11,1992,옛강일길 41,
강원도 강릉시 남문동,183-2,183,2,삼익그린맨션,127.311,202103,5,"23,500",1,1992,홍제로 7-17,
강원도 강릉시 남문동,183-2,183,2,삼익그린맨션,164.754,202103,9,"20,500",1,1992,홍제로 7-17,
강원도 강릉시 내곡동,616,616,0,강부2,41.18,202103,19,"5,700",2,1988,관대길 63,
강원도 강릉시 내곡동,Apr-75,75,4,내곡시영,46.68,202103,12,"5,950",5,1990,남산초교길 22,
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,202103,8,"6,900",2,1989,관대길16번길 6,
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,202103,9,"7,100",2,1989,관대길16번길 6,
강원도 강릉시 내곡동,623,623,0,내곡주공,46.68,202103,12,"6,800",2,1989,관대길16번길 6,
강원도 강릉시 내곡동,476,476,0,내곡한라,59.97,202103,11,"14,600",9,1997,강변로 114,
강원도 강릉시 내곡동,136,136,0,삼익타워맨션,84.86,202103,5,"13,400",10,1993,남산초교길 65,
강원도 강릉시 내곡동,136,136,0,삼익타워맨션,116.08,202103,20,"14,300",3,1993,남산초교길 65,
강원도 강릉시 노암동,618-1,618,1,고합,43.38,202103,20,"7,350",5,1996,남부로125번길 23,
강원도 강릉시 노암동,835,835,0,노암2주공,59.3,202103,23,"6,000",1,1984,노가니남길 25,
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,202103,5,"12,870",9,2000,남부로125번길 7,
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,202103,13,"12,400",14,2000,남부로125번길 7,
강원도 강릉시 노암동,605,605,0,노암3한라,59.994,202103,15,"14,000",12,2000,남부로125번길 7,
강원도 강릉시 노암동,627-2,627,2,대림임대,48.32,202103,5,"5,900",4,1989,임영로25번길 13,
강원도 강릉시 노암동,397,397,0,서일,31.08,202103,4,"4,600",4,1988,노암길42번길 20,
강원도 강릉시 노암동,844,844,0,양우내안애,114.6085,202103,4,"33,600",13,2009,강변로 328-8,
강원도 강릉시 노암동,844,844,0,양우내안애,59.6927,202103,17,"19,500",13,2009,강변로 328-8,
강원도 강릉시 노암동,679-1,679,1,영진3,59.67,202103,15,"8,000",4,1996,임영로26번길 10,
강원도 강릉시 노암동,385,385,0,한라2,55.483,202103,16,"7,000",1,1995,남부로191번길 21,
강원도 강릉시 노암동,245-5,245,5,현대,84.945,202103,4,"16,000",3,1992,율곡로 2733,
강원도 강릉시 송정동,1065,1065,0,강릉 송정 신원아침도시,84.9522,202103,6,"35,900",10,2020,경강로 2498,
강원도 강릉시 송정동,1063,1063,0,강릉송정 한신더휴,84.9955,202103,4,"32,500",3,2019,경강로 2448,
강원도 강릉시 송정동,1063,1063,0,강릉송정 한신더휴,84.9955,202103,16,"44,500",16,2019,경강로 2448,
강원도 강릉시 송정동,1063,1063,0,강릉송정 한신더휴,84.961,202103,23,"39,000",2,2019,경강로 2448,
강원도 강릉시 송정동,1061,1061,0,경포대신도브래뉴로얄카운티,124.837,202103,13,"35,000",2,2007,해안로 93-8,
강원도 강릉시 송정동,940,940,0,삼우은성,72.86,202103,5,"14,000",14,1992,남강초교1길 55,
강원도 강릉시 송정동,Oct-39,39,10,삼익비치맨션,84.544,202103,20,"17,300",3,1992,해안로 107,
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202103,11,"41,900",19,2019,경강로 2511,
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202103,10,"4,700",2,1999,연주로 132,
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,43.2,202103,15,"6,500",14,1999,연주로 132,
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202103,13,"12,500",8,2005,영진3길 43,
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,59.987,202103,19,"15,000",8,2005,영진3길 43,
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202103,4,"32,500",11,2008,영진3길 15,
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202103,4,"21,000",9,2008,영진3길 15,
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202103,4,"32,500",11,2008,영진3길 15,
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202103,16,"21,350",5,2008,영진3길 15,
강원도 강릉시 옥천동,126-12,126,12,금잔디,54.09,202103,13,"6,000",5,1980,수문길21번길 26,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202103,2,"46,000",25,2018,선수촌로 113,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202103,5,"43,800",13,2018,선수촌로 113,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202103,6,"44,000",22,2018,선수촌로 113,
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,84.77,202103,25,"46,000",4,2018,선수촌로 113,
강원도 강릉시 입암동,503-2,503,2,강동2,59.64,202103,15,"7,500",6,1991,강변로410번길 37,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,202103,1,"30,500",7,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202103,2,"30,800",5,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202103,3,"26,300",1,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202103,5,"29,500",4,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202103,6,"30,500",4,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202103,6,"32,000",11,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202103,8,"29,000",5,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.93,202103,9,"31,000",5,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202103,12,"29,000",1,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,74.76,202103,19,"28,300",6,2014,입암로29번길 11,
강원도 강릉시 입암동,711,711,0,강릉더샵,84.94,202103,24,"30,000",2,2014,입암로29번길 11,
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,202103,3,"28,500",14,2007,성덕로 328-15,
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,123.09,202103,3,"34,700",3,2007,성덕로 328-15,
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.96,202103,13,"28,700",6,2007,성덕로 328-15,
강원도 강릉시 입암동,321,321,0,강릉입암동금호어울림,84.77,202103,14,"27,500",2,2007,성덕로 328-15,
강원도 강릉시 입암동,496-5,496,5,대목,39.72,202103,3,"6,700",3,1987,용지로 35,
강원도 강릉시 입암동,499-64,499,64,대목(A단지),49.86,202103,8,"6,650",1,1987,용지로 48,
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202103,4,"12,000",7,2000,강변로440번길 30,
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202103,10,"10,900",6,2000,강변로440번길 30,
강원도 강릉시 입암동,May-90,90,5,은하,39.85,202103,11,"4,850",2,2001,월대산로 47,
강원도 강릉시 입암동,May-90,90,5,은하,39.85,202103,21,"5,100",2,2001,월대산로 47,
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202103,4,"25,000",1,2006,성덕로 316-22,
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202103,13,"24,200",11,2006,성덕로 316-22,
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202103,3,"7,600",1,1986,강변로 364,
강원도 강릉시 입암동,641,641,0,입암1주공,46.74,202103,12,"9,800",2,1986,강변로 364,
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202103,13,"8,200",5,1986,강변로 364,
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202103,20,"8,300",4,1986,강변로 364,
강원도 강릉시 입암동,49,49,0,입암2주공,39.3,202103,5,"6,500",5,1990,강변로 508,
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202103,9,"11,200",1,1996,성덕포남로 89,
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202103,18,"11,800",4,1996,성덕포남로 89,
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202103,2,"9,000",15,1996,성덕포남로 89-17,
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202103,11,"9,500",2,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202103,13,"13,400",15,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202103,13,"14,000",5,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202103,14,"11,500",2,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202103,18,"10,000",2,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202103,22,"10,000",3,1998,성덕포남로 39,
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202103,24,"13,600",7,1998,성덕포남로 39,
강원도 강릉시 입암동,440,440,0,입암현대,84.904,202103,10,"16,700",2,1998,용지로 19,
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202103,13,"15,750",11,1998,용지로 19,
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202103,14,"15,800",12,1998,용지로 19,
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202103,18,"13,500",6,1998,용지로 19,
강원도 강릉시 입암동,440,440,0,입암현대,84.904,202103,20,"21,000",13,1998,용지로 19,
강원도 강릉시 입암동,440,440,0,입암현대,59.956,202103,22,"14,000",7,1998,용지로 19,
강원도 강릉시 입암동,445-2,445,2,태경태우광업소사원,36.69,202103,16,"4,100",4,1988,강중길46번길 23,
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202103,5,"6,000",6,1998,강변로410번길 31-5,
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202103,5,"6,100",2,1998,강변로410번길 31-5,
강원도 강릉시 입암동,506-5,506,5,태평양임대,23.562,202103,8,"4,400",10,1998,강변로410번길 31-5,
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202103,13,"4,950",9,1998,강변로410번길 31-5,
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202103,14,"7,100",7,1998,강변로410번길 31-5,
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202103,15,"4,500",10,1998,강변로410번길 31-5,
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202103,20,"6,350",6,1998,강변로410번길 31-5,
강원도 강릉시 저동,04-04,4,4,경포현대,59.785,202103,9,"18,500",3,1996,경포로463번안길 14,
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202103,6,"10,500",14,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,39.51,202103,14,"7,250",1,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202103,19,"10,500",9,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,1256,1256,0,교항2주공,49.85,202103,19,"10,000",12,2000,연주로 241-7,
강원도 강릉시 주문진읍 교항리,240-11,240,11,극동,71.4,202103,10,"7,500",6,1991,웃사다리4길 20,
강원도 강릉시 주문진읍 교항리,1261,1261,0,센텀파크디오션(1단지),84.8819,202103,12,"17,300",5,2015,매맥이윗길 15,
강원도 강릉시 주문진읍 교항리,478-2,478,2,소훈4차,82.32,202103,18,"8,800",1,1992,매맥이길 28-1,
강원도 강릉시 주문진읍 교항리,398-10,398,10,신생빌라,59.97,202103,10,"6,700",3,1990,신리대동길 31-4,
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202103,17,"7,200",8,1999,보리골길 26,
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202103,22,"7,700",14,1999,보리골길 26,
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,202103,8,"6,150",2,1991,매맥이윗길 12-4,
강원도 강릉시 주문진읍 교항리,430-1,430,1,유성,49.89,202103,18,"5,000",2,1991,매맥이윗길 12-4,
강원도 강릉시 주문진읍 교항리,21,21,0,주문진 서희스타힐스 아파트,59.8411,202103,2,"18,889",7,2020,연주로 281-1,
강원도 강릉시 주문진읍 교항리,21,21,0,주문진 서희스타힐스 아파트,59.8411,202103,8,"22,000",12,2020,연주로 281-1,
강원도 강릉시 주문진읍 교항리,21,21,0,주문진 서희스타힐스 아파트,59.8411,202103,16,"22,000",18,2020,연주로 281-1,
강원도 강릉시 주문진읍 주문리,329-19,329,19,강릉주문진풍림아이원하버뷰,59.77,202103,3,"19,800",14,2019,항구로 40,
강원도 강릉시 주문진읍 주문리,329-19,329,19,강릉주문진풍림아이원하버뷰,59.45,202103,11,"18,000",3,2019,항구로 40,
강원도 강릉시 주문진읍 주문리,842,842,0,우일해변,81.6525,202103,4,"8,000",4,1991,소돌안길 32-6,
강원도 강릉시 주문진읍 주문리,61,61,0,주문진 라일플로리스4차,27.857,202103,4,"12,000",11,2017,오리나루2길 25,
강원도 강릉시 주문진읍 주문리,61,61,0,주문진 라일플로리스4차,23.662,202103,8,"8,000",4,2017,오리나루2길 25,
강원도 강릉시 주문진읍 주문리,61,61,0,주문진 라일플로리스4차,23.662,202103,8,"10,500",13,2017,오리나루2길 25,
강원도 강릉시 주문진읍 주문리,61,61,0,주문진 라일플로리스4차,23.6661,202103,19,"9,900",11,2017,오리나루2길 25,
강원도 강릉시 주문진읍 주문리,61,61,0,주문진 라일플로리스4차,26.207,202103,20,"10,500",4,2017,오리나루2길 25,
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,202103,3,"8,700",5,2007,주문북로 147-32,
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,202103,3,"9,000",4,2007,주문북로 147-32,
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,202103,11,"8,550",4,2007,주문북로 147-32,
강원도 강릉시 주문진읍 주문리,1585,1585,0,케이티레파트더블루힐,59.33,202103,12,"8,700",4,2007,주문북로 147-32,
강원도 강릉시 지변동,334,334,0,덕원임대,59.961,202103,19,"8,000",13,1998,죽헌길85번길 25,
강원도 강릉시 초당동,149-1,149,1,동부,84.98,202103,9,"17,500",1,1997,연당길 75,
강원도 강릉시 초당동,149-1,149,1,동부,84.98,202103,19,"20,800",13,1997,연당길 75,
강원도 강릉시 초당동,149-1,149,1,동부,84.98,202103,23,"19,700",7,1997,연당길 75,
강원도 강릉시 초당동,143,143,0,우성,84.77,202103,6,"18,850",18,1997,연당길 67-15,
강원도 강릉시 초당동,143,143,0,우성,59.91,202103,11,"15,400",8,1997,연당길 67-15,
강원도 강릉시 초당동,143,143,0,우성,84.77,202103,15,"18,800",1,1997,연당길 67-15,
강원도 강릉시 초당동,155,155,0,유화3,45.68,202103,6,"8,400",4,1996,연당길 82,
강원도 강릉시 초당동,155,155,0,유화3,45.68,202103,13,"8,500",6,1996,연당길 82,
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202103,4,"4,100",1,1988,초당원길 21,
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202103,18,"4,300",2,1988,초당원길 21,
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202103,18,"3,950",4,1988,초당원길 21,
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202103,18,"4,100",5,1988,초당원길 21,
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202103,24,"5,000",4,1988,초당원길 21,
강원도 강릉시 초당동,554,554,0,초당동청마루,116.63,202103,6,"34,000",11,2007,연당길 61,
강원도 강릉시 초당동,554,554,0,초당동청마루,84.9,202103,23,"25,500",4,2007,연당길 61,
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,202103,6,"9,000",1,1993,연당길 94-3,
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,202103,15,"9,400",7,1993,연당길 94-3,
강원도 강릉시 초당동,128,128,0,현대,59.875,202103,3,"11,700",1,1995,초당원길 26-2,
강원도 강릉시 초당동,128,128,0,현대,59.875,202103,3,"12,000",5,1995,초당원길 26-2,
강원도 강릉시 초당동,128,128,0,현대,59.875,202103,13,"13,900",8,1995,초당원길 26-2,
강원도 강릉시 포남동,1239-1,1239,1,강릉3차,57.85,202103,3,"7,100",3,1987,강릉대로 395-1,
강원도 강릉시 포남동,1005-249,1005,249,강부1,55.41,202103,8,"7,300",4,1987,경강로2256번길 8,
강원도 강릉시 포남동,1005-249,1005,249,강부1,55.41,202103,10,"8,400",3,1987,경강로2256번길 8,
강원도 강릉시 포남동,1150-3,1150,3,강부3,59.677,202103,9,"7,200",5,1989,남구길10번길 35,
강원도 강릉시 포남동,1192-1,1192,1,고려맨션,84.82,202103,8,"13,400",5,1990,경강로2323번길 10,
강원도 강릉시 포남동,422-3,422,3,대인4,82.29,202103,12,"12,700",6,1995,강릉대로469번길 14,
강원도 강릉시 포남동,1005-248,1005,248,동남,54.945,202103,8,"6,950",2,1985,경강로2256번길 12,
강원도 강릉시 포남동,1005-248,1005,248,동남,54.945,202103,20,"6,700",5,1985,경강로2256번길 12,
강원도 강릉시 포남동,1063,1063,0,동덕.영진광업소사원주택,36.33,202103,13,"4,900",4,1989,보래미하길65번길 24,
강원도 강릉시 포남동,1063,1063,0,동덕.영진광업소사원주택,36.33,202103,22,"5,000",3,1989,보래미하길65번길 24,
강원도 강릉시 포남동,1241-6,1241,6,미진맨션2,84.99,202103,3,"12,500",12,1990,강릉대로 422-12,
강원도 강릉시 포남동,1241-6,1241,6,미진맨션2,84.57,202103,3,"14,700",3,1990,강릉대로 422-12,
강원도 강릉시 포남동,1068-2,1068,2,백조,55.59,202103,18,"6,400",5,1984,보래미하길53번길 9,
강원도 강릉시 포남동,1064,1064,0,삼호임대,32.04,202103,10,"4,700",1,1988,강릉대로457번길 38,
강원도 강릉시 포남동,1064,1064,0,삼호임대,49.95,202103,19,"8,100",3,1988,강릉대로457번길 38,
강원도 강릉시 포남동,1064,1064,0,삼호임대,32.04,202103,20,"6,300",1,1988,강릉대로457번길 38,
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202103,3,"13,400",5,1995,하평3길 37,
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202103,11,"12,500",15,1995,하평3길 37,
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202103,12,"12,500",14,1995,하평3길 37,
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202103,19,"13,800",4,1995,하평3길 37,
강원도 강릉시 포남동,1135,1135,0,장미,46.9772,202103,20,"4,450",5,1982,남구길5번길 23,
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202103,6,"16,500",11,1994,하평길 41,
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,202103,17,"18,200",11,1994,하평길 41,
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,202103,9,"11,500",4,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,202103,13,"11,500",3,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202103,14,"12,350",2,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202103,16,"7,500",4,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.55,202103,17,"12,500",2,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202103,17,"11,750",4,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,42.54,202103,18,"11,900",2,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202103,18,"6,700",1,1981,보래미상길 65,
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,202103,20,"12,300",2,1981,보래미상길 65,
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,202103,2,"8,000",3,1989,산양큰길 37,
강원도 강릉시 포남동,1200,1200,0,포남2주공,46.68,202103,18,"9,000",5,1989,산양큰길 37,
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,202103,10,"28,000",13,2007,토성로 39,
강원도 강릉시 홍제동,125-1,125,1,미성,59.8,202103,6,"8,500",3,1994,토성로 55,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202103,6,"29,800",13,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202103,8,"30,550",5,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202103,11,"26,800",1,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.98,202103,12,"31,900",20,2018,선수촌로 10,
강원도 강릉시 홍제동,1044,1044,0,엘에이치미디어촌6단지,59.78,202103,17,"27,000",19,2018,선수촌로 10,
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9914,202103,6,"44,500",17,2016,선수촌로 55,
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,202103,7,"44,500",15,2016,선수촌로 55,
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,78.4089,202103,10,"40,000",6,2016,선수촌로 55,
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9914,202103,18,"45,800",9,2016,선수촌로 55,
강원도 강릉시 홍제동,122,122,0,우산,57.87,202103,6,"8,750",8,1997,토성로 51,
강원도 강릉시 홍제동,122,122,0,우산,33.225,202103,13,"6,200",7,1997,토성로 51,
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,59.96,202103,2,"24,800",3,2015,토성로 56,
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,59.96,202103,16,"25,800",7,2015,토성로 56,
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202103,11,"23,700",10,2017,회산로 344,
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202103,14,"23,800",15,2017,회산로 344,
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202103,16,"25,300",20,2017,회산로 344,
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202103,17,"22,400",1,2017,회산로 344,
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202103,19,"24,750",4,2017,회산로 344,
강원도 강릉시 회산동,610,610,0,강릉회산 한신더휴,84.961,202103,6,"37,800",17,2019,회산로 313,
강원도 강릉시 회산동,610,610,0,강릉회산 한신더휴,84.8863,202103,9,"37,500",5,2019,회산로 313,
강원도 강릉시 회산동,610,610,0,강릉회산 한신더휴,84.9955,202103,13,"37,700",9,2019,회산로 313,
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,84.9925,202103,10,"36,850",11,2018,회산로383번길 37,
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,74.9985,202103,10,"29,800",1,2018,회산로383번길 37,
강원도 강릉시 회산동,130,130,0,힐스테이트 강릉,84.9925,202103,10,"38,700",10,2018,회산로383번길 37,
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,39.6,202103,19,"6,000",6,1998,수성로 126-5,
